Model,title,rate,tags,company,Images 
R7s,Oppo R7s review,,"Oppo,Android",Oppo,https://cdn.gsmarena.com/imgroot/reviews/15/oppo-r7s/lifestyle/-728w2/gsmarena_002.jpg
Huawei G8,Huawei G8 review,,"Huawei,Android",Huawei,https://cdn.gsmarena.com/imgroot/reviews/15/huawei-g8/lifestyle/-728w2/gsmarena_001.jpg
vivo X6,Vivo X6 hands-on,,"Vivo,Android",Vivo,"https://cdn.gsmarena.com/imgroot/reviews/15/vivo-x6/hands-on//lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/vivo-x6/hands-on//lifestyle/-728w2/gsmarena_004.jpg"
Nexus 6P,Huawei Nexus 6P review,,"Google,Android,Huawei",Google,"https://cdn.gsmarena.com/imgroot/reviews/15/huawei-nexus-6p/lifestyle/-728w2/gsmarena_022.jpg,https://cdn.gsmarena.com/imgroot/news/15/10/huawei-128gb-nexus6p/inline/gsmarena_001.jpg"
Vibe Shot,Lenovo Vibe Shot review,,"Lenovo,Android,Dual SIM",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/15/lenovo-vibe-shot/lifestyle/-728w2/gsmarena_004.jpg
Redmi Note 3 (MediaTek),Xiaomi Redmi Note 3 review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/15/xiaomi-redmi-note-3/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/xiaomi-redmi-note-3/offic/-728/gsmarena_001.jpg"
Mate 8,"Hands-on of Mate 8, Mediapad M2 10.0, and more",,"Huawei,Android,CES 2016",Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/ces2016-huawei/gsmarena_400.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/ces2016-huawei/gsmarena_000.jpg"
Pixi 3 (8) LTE,"Hands-on of Alcatel Pixi 3 (8), Fierce XL, and more",,"Alcatel,Android,Windows",Alcatel,https://cdn.gsmarena.com/imgroot/reviews/16/ces2016-alcatel/inline/-728/gsmarena_001.jpg
Idol 4,"Idol 4 and 4s, Plus 10, POP4, POP4+, and POP4S",,"Alcatel,Android,Windows 10,MWC 2016",Alcatel,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-alcatel/-728w2/gsmarena_001.jpg
Grand X 3,"Samsung, ZTE, and Vivo",,"CES 2016,Android,ZTE",CES 2016,https://cdn.gsmarena.com/imgroot/reviews/16/ces2016-misc/inline/-728w2/gsmarena_001.jpg
LG G5,LG G5,,"LG,Android,MWC 2016",LG,"https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-lg/g5/-1024x768m/gsmarena_038.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-lg/g5/-1024x768m/gsmarena_039.jpg"
One X9,"One X9, Desire 825, HTC Desire 530, Desire 630",,"HTC,Android,MWC 2016",HTC,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-htc/-728w2/gsmarena_010.jpg
Galaxy S7,Samsung Galaxy S7 and S7 edge,,"Samsung,Android,MWC 2016",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-samsung/inline/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-samsung/inline/-728w2/gsmarena_002.jpg"
,SmartSensor Image Stabilization and Super VOOC,,"Oppo,MWC 2016",Oppo,"https://cdn.gsmarena.com/imgroot//reviews/16/mwc2016-oppo/-728/gsmarena_012.jpg,https://cdn.gsmarena.com/imgroot//reviews/16/mwc2016-oppo/-728w3/gsmarena_007.jpg,https://cdn.gsmarena.com/imgroot//reviews/16/mwc2016-oppo/-728w3/gsmarena_006.jpg,https://cdn.gsmarena.com/imgroot//reviews/16/mwc2016-oppo/-728w3/gsmarena_008.jpg,https://cdn.gsmarena.com/imgroot//reviews/16/mwc2016-oppo/-728w3/gsmarena_010.jpg,https://cdn.gsmarena.com/imgroot//reviews/16/mwc2016-oppo/-728w3/gsmarena_011.jpg"
Vibe K5 Plus,Lenovo Vibe K5 and Vibe K5 Plus hands-on,,"Lenovo,Various,MWC 2016",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-various/lenovo-k5-plus/-1024x768mw1/gsmarena_001.jpg
Blade V7,"ZTE Blade V7, Blade V7 Lite and Spro Plus hands-on",,"ZTE,Various,MWC 2016",ZTE,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-various/zte-v7/-1024x768mw1/gsmarena_001.jpg
,Huawei Mate Book hands-on,,"Huawei,Various,MWC 2016",Huawei,
Xperia X,"Sony Xperia X, X Performance and XA",,"Sony,Android,MWC 2016",Sony,"https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-sony/inline/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-sony/inline/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-sony/inline/-728w2/gsmarena_003.jpg"
S60,CAT S60 hands-on,,"CAT,Various,MWC 2016",CAT,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-various/cat-s60/inline/-728/gsmarena_001.jpg
Lumia 650,Microsoft Lumia 650 hands-on,,"Microsoft,Windows,MWC 2016",Microsoft,
Gionee S8,Gionee S8 hands-on,,"Gionee,Various,MWC 2016",Gionee,
Mi 5,Xiaomi Mi 5 review,4.3,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5/ofic/-728/gsmarena_001.jpg"
Galaxy S7 edge,Samsung Galaxy S7 edge review,4.7,"Samsung,Android",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/ofic/-728/gsmarena_001.jpg
Vibe K4 Note,Lenovo Vibe K4 Note review,,"Lenovo,Android",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-vibe-k4-note/lifestyle/-728w2/gsmarena_004.jpg
Galaxy S7,Samsung Galaxy S7 review,,"Samsung,Android,Time-saver",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7/micro/-728x314/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7/lifestyle/-728w2/gsmarena_006.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7/lifestyle/-728w2/gsmarena_009.jpg"
PRO 5,Meizu Pro 5 Ubuntu Edition hands-on,,"Meizu,Various,MWC 2016",Meizu,
Xperia X Performance,Interview with Sony,,"Sony,Android,MWC 2016",Sony,
Elite x3,HP Elite X3 hands-on,,"HP,Various,MWC 2016",HP,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-various/hp-elite-x3/-728w2/gsmarena_008.jpg
Galaxy S7,Samsung Galaxy S7 vs. Apple iPhone 6s,,"Samsung,Apple,Shootout",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/galaxy-s7-vs-iphone-6s/lifestyle/-728w2/gsmarena_001.jpg
LG G5,LG G5 review,4.4,"LG,Android",LG,https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/ofic/-728w3/gsmarena_001.jpg
Galaxy S7,Samsung Galaxy S7 vs. Apple iPhone 6s,,"Samsung,Apple,Shootout",Samsung,
Mi 4s,Xiaomi Mi 4s review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-4s/lifestyle/-728w2/gsmarena_009.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-4s/ofic/-728w3/gsmarena_001.jpg"
Galaxy S7 edge,Samsung Galaxy S7 edge review,,"Samsung,Android,Time-saver",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/lifestyle/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/micro/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/lifestyle/-728w2/gsmarena_010.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/lifestyle/-728w2/gsmarena_011.jpg"
Lumia 650,Microsoft Lumia 650 review,,"Microsoft,Lumia,Dual SIM,Windows 10",Microsoft,https://cdn.gsmarena.com/imgroot/reviews/16/microsoft-lumia-650/lifestyle/-728w2/gsmarena_004.jpg
LG G5,LG G5 vs Samsung Galaxy S7 edge,,"Samsung,LG,Android,Shootout",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/galaxy-s7-edge-vs-lg-g5-low-light/lifestyle/-728w2/gsmarena_005.jpg
Liquid Jade Primo,Acer Liquid Jade Primo review,,"Acer,Dual SIM,Windows 10",Acer,https://cdn.gsmarena.com/imgroot/reviews/16/acer-jade-primo/lifestyle/-728w2/gsmarena_004.jpg
Huawei P9,Huawei P9 and P9 Plus hands-on,,"Huawei,Android,Hands-on",Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9/handson/inline/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9/handson/inline/-728/gsmarena_010.jpg"
HTC 10,HTC 10 review,,"HTC,Android,Time-saver",HTC,"https://cdn.gsmarena.com/imgroot/reviews/16/htc-10/review/-728w2/main01.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/htc-10/review/-728w2/main02.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/htc-10/review/-728w2/main03.jpg"
LG G5,LG G5 review,,"LG,Android,Time-saver",LG,"https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/lifestyle/-728w2/gsmarena_007.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/micro/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/lifestyle/-728w2/gsmarena_051.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/lifestyle/-728w2/gsmarena_003.jpg"
Xperia XA Ultra,Sony Xperia XA Ultra hands-on,,"Sony,Android",Sony,"https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xa-ultra/preview/inline/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xa-ultra/preview/inline/-728w2/gsmarena_019.jpg"
Liquid X2,Acer Liquid X2 review,,"Acer,Android",Acer,"https://cdn.gsmarena.com/imgroot/reviews/16/acer-liquid-x2/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/acer-liquid-x2/inline/-728w3/gsmarena_001.jpg"
Xperia X,Sony Xperia X review,,"Sony,Android",Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x//inline/-728w2/gsmarena_001.jpg
Pro 6,Meizu Pro 6 review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/16/meizu-pro-6/lifestyle/-728w2/gsmarena_008.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-pro-6/ofic/-728w3/gsmarena_002.jpg"
Galaxy J5 (2016),Samsung Galaxy J5 (2016) review,,"Samsung,Android",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-j5-2016//lifestyle/-728w2/gsmarena_001.jpg
M3 Note,Meizu m3 note review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-note/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-note/ofic/-728w3/gsmarena_001.jpg"
,Sony Xperia X Performance hands-on,,"Sony,Android",Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x-performance/hands-on//inline/-728w2/gsmarena_001.jpg
Zenfone Max ZC550KL,Asus Zenfone Max review,,"Asus,Android,Dual SIM",Asus,https://cdn.gsmarena.com/imgroot/reviews/16/asus-zenfone-max-zc550kl/lifestyle/-728w2/gsmarena_001.jpg
Moto G4 Plus,Moto G4 Plus hands-on,,"Motorola,Android",Motorola,https://cdn.gsmarena.com/imgroot/reviews/16/motorola-moto-g4-plus/preview//lifestyle/-728w2/gsmarena_005.jpg
Mi Max,Xiaomi Mi Max review,,"Xiaomi,Android",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-max/lifestyle/-728w2/gsmarena_001.jpg
Moto Z Force,Lenovo Moto Z and Phab2 Pro hands-on,,"Motorola,Lenovo,Android,Hands-on",Motorola,"https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-moto-z/-728x400w3/gsmarena_029.jpg,https://cdn.gsmarena.com/imgroot//reviews/16/lenovo-moto-z/-728/gsmarena_028.jpg"
PRO 5,Meizu Pro 5 Ubuntu Edition review,,"Meizu,Ubuntu,Linux",Meizu,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-pro-5-ubuntu/lifestyle/-728w2/gsmarena_001.jpg
Le Max 2,LeEco Le Max 2 review,,"LeEco,Android,Dual SIM",LeEco,"https://cdn.gsmarena.com/imgroot/reviews/16/leeco-le-max-2/lifestyle/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/leeco-le-max-2/ofic/-728w3/gsmarena_001.jpg"
Xperia X Performance,Sony Xperia X Performance review,,"Sony,Android",Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x-performance/inline/-728w3/gsmarena_001.jpg
P9 Plus,Huawei P9 Plus review,,"Huawei,Android",Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9-plus/lifestyle/-728w2/gsmarena_009.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9-plus/ofic/-728w3/gsmarena_001.jpg"
Galaxy On7 Pro,Samsung Galaxy On5 Pro and On7 Pro preview,,"Samsung,Android",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-on5pro-on7pro/inline/-728w2/gsmarena_001.jpg
Moto Z,Moto Z Droid review,,"Motorola,Android,Lenovo",Motorola,https://cdn.gsmarena.com/imgroot/reviews/16/moto-z-droid-edition-review/lifestyle/-728w2/gsmarena_002.jpg
Galaxy Note7,Samsung Galaxy Note7 hands-on,,"Samsung,Android,Hands-on",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/handson/inline/-728w2/gsmarena_0035.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/handson/inline/-728w2/gsmarena_008.jpg"
Honor 5c,Honor 7 Lite (5c) review,,"Huawei,Android",Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-honor-5c/lifestyle/-728w2/gsmarena_008.jpg
Redmi 3 Pro,Xiaomi Redmi 3 Pro review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3-pro/lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3-pro/ofic/-728w3/gsmarena_001.jpg"
Vibe K5,Lenovo Vibe K5 review,,"Lenovo,Android,Dual SIM",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-vibe-k5/lifestyle/-728w2/gsmarena_004.jpg
Moto Z Force,Moto Z Force Droid review,,"Lenovo,Android,Motorola,Verizon",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/moto-z-force-droid-edition-review/lifestyle/-728w2/gsmarena_006.jpg
Galaxy Note7,Samsung Galaxy Note7 review,,"Samsung,Android",Samsung,
Galaxy Note5, Galaxy Note7 vs. S7 edge vs. Note5,,"Samsung,Android,Shootout",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/galaxy-shootout-2016/lifestyle/-728w2/gsmarena_005.jpg
Redmi Note 3,Xiaomi Redmi Note 3 (Snapdragon) review,,"Xiaomi,Android",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-note-3-snapdragon/review/lifestyle/-728w2/gsmarena_003.jpg
F1s,Oppo F1s review,,"Oppo,Android",Oppo,https://cdn.gsmarena.com/imgroot/reviews/16/oppo-f1s/lifestyle/-728w2/gsmarena_003.jpg
Redmi 3s Prime,Xiaomi Redmi 3S Prime review,,"Xiaomi,Android,Preview",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s-prime-vs/lifestyle/-728w2/gsmarena_006.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s-prime-vs/lifestyle/-728w2/gsmarena_001.jpg"
Galaxy C7,Samsung Galaxy C7 review,,"Samsung,Android,Preview",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-c7/lifestyle/-728w2/gsmarena_002.jpg
Galaxy Note7,Samsung Galaxy Note7 review,,"Samsung,Android,Time-saver",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/review/lifestyle/-728w2/gsmarena_031.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/review/lifestyle/-728w2/gsmarena_012.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/review/lifestyle/-728w2/gsmarena_015.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/review/lifestyle/-728w2/gsmarena_030.jpg"
Redmi Note 4 (MediaTek),Xiaomi Redmi Note 4 review,,"Xiaomi,Android",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-note-4/lifestyle/-728w2/gsmarena_007.jpg
Redmi 3s,Xiaomi Redmi 3S review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s/ofic/-728w3/gsmarena_001.jpg"
nubia Z11,Nubia Z11 review,,"ZTE,Nubia,Android",ZTE,https://cdn.gsmarena.com/imgroot/reviews/16/zte-nubia-z11/lifestyle/-728w2/gsmarena_005.jpg
iPhone 7 Plus,Apple iPhone 7 Plus review,4.1,"Apple,iOS",Apple,"https://cdn.gsmarena.com/imgroot/reviews/16/apple-iphone-7-plus/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/apple-iphone-7-plus/ofic/-728/gsmarena_001.jpg"
,iPhone 7 vs Galaxy S7 vs Xperia XZ vs LG G5,,"Shootout,LG,Apple,Samsung,Sony",Shootout,"https://cdn.gsmarena.com/imgroot/reviews/16/blind-shootout-g5-iphone7-s7-xz/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/blind-shootout-g5-iphone7-s7-xz/inline/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/blind-shootout-g5-iphone7-s7-xz/inline/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/blind-shootout-g5-iphone7-s7-xz/inline/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/blind-shootout-g5-iphone7-s7-xz/inline/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/blind-shootout-g5-iphone7-s7-xz/inline/gsmarena_006.jpg"
iPhone 7,iPhone 7 vs Galaxy S7 vs Xperia XZ vs LG G5,,"Shootout,Apple,LG,Samsung,Sony",Shootout,https://cdn.gsmarena.com/imgroot/reviews/16/shootout-g5-iphone7-s7-xz/lifestyle/-728w2/gsmarena_002.jpg
Mi 5s,Xiaomi Mi 5s review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5s/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5s/ofic/-728/gsmarena_001.jpg"
,GSMArena smartphone buyer's guide,,"Buyers guide,Android,iOS,Tizen,Windows phone",Buyers guide,https://cdn.gsmarena.com/imgroot/reviews/16/buyers-guide-oct-2016/inline/-728w2/gsmarena_006.jpg
R9s,Oppo R9s review,,"Oppo,Android,Dual SIM",Oppo,https://cdn.gsmarena.com/imgroot/reviews/16/oppo-r9s/lifestyle/-728w2/gsmarena_005.jpg
Axon 7,ZTE Axon 7 review,,"ZTE,Android,Dual SIM",ZTE,https://cdn.gsmarena.com/imgroot/reviews/16/zte-axon-7/lifestyle/-728w2/gsmarena_001.jpg
OnePlus 3T,OnePlus 3T review,4.5,"OnePlus,Android,Dual SIM",OnePlus,
Mi Note 2,Xiaomi Mi Note 2 review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-note-2/lifestyle/-728w2/gsmarena_011.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-note-2/offic/-728/gsmarena_002.jpg"
Phab2 Plus,Lenovo Phab2 Plus preview ,,"Lenovo,Android,Dual SIM",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-phab2-plus/lifestyle/-728w2/gsmarena_001.jpg
Mate 9,Huawei Mate 9 vs. Xiaomi Mi 5s Plus,,"Huawei,Xiaomi,Android",Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-mate-9-vs-xiaomi-mi-5s-plus/lifestyle/-728w2/gsmarena_001.jpg
,Our editors talk,,"Misc,GSMArena Team",Misc,https://cdn.gsmarena.com/imgroot/reviews/16/a-look-back-at-2016/-728/gsmarena_100.jpg
M3 Max,Meizu M3 Max review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-max/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-max/lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-max/battery/-728/gsmarena_001.jpg"
,Our editors talk,,"Misc,GSMArena Team",Misc,https://cdn.gsmarena.com/imgroot//reviews/16/editors-fav-apps-games/-728x391/gsmarena_002.jpg
Moto Z Play,Moto Z Play review,,"Lenovo,Motorola,Android",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/motorola-moto-z-play/lifestyle/-728w2/gsmarena_001.jpg
Redmi 3s Prime,Xiaomi Redmi 4 Prime vs. Redmi 3s Prime,,"Xiaomi,Android,Dual SIM",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s-prime-vs/lifestyle/-728w2/gsmarena_032.jpg
Mi Note 2,Xiaomi Mi Note 2 vs. Samsung Galaxy S7 edge,,"Xiaomi,Samsung,Android",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/halfprice-mi-note-2-vs-galaxy-s7-edge/lifestyle/-728w2/gsmarena_002.jpg
OnePlus 3T,OnePlus 3T vs. Google Pixel XL,,"OnePlus,Google,Android",OnePlus,https://cdn.gsmarena.com/imgroot/reviews/16/halfprice-oneplus-3t-google-pixel-xl/lifestyle/-728w2/gsmarena_001.jpg
Galaxy S7,Samsung Galaxy S7 vs. Galaxy A5 (2016),,"Samsung,Android",Samsung,https://cdn.gsmarena.com/imgroot/reviews/17/half-priced-galaxy-a5-2016-vs-galaxy-s7/lifestyle/-728w2/gsmarena_003.jpg
Honor 6X,Honor 6X review,,"Huawei,Honor,Android",Huawei,https://cdn.gsmarena.com/imgroot/reviews/17/huawei-honor-6x/lifestyle/-728w2/gsmarena_001.jpg
Xperia XZ,Sony Xperia XZ review,,"Sony,Android,Time-saver",Sony,"https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/review/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/review/lifestyle/-728w2/gsmarena_003.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/review/lifestyle/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/review/lifestyle/-728w2/gsmarena_008.jpg"
Zenfone 3s Max ZC521TL,Asus Zenfone 3S Max review,,"Asus,Android",Asus,https://cdn.gsmarena.com/imgroot/reviews/17/zenfone-3s-max-zc521tl/phone/-1024x768mw1/gsmarena_001.jpg
Galaxy S7 edge,Android 7.0 on the Galaxy S7 edge,,"Samsung,Android",Samsung,
Meizu M5,Meizu M5 review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/17/meizu-m5/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/meizu-m5/lifestyle/-728w2/gsmarena_007.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/meizu-m5/battery/-728/gsmarena_001.jpg"
M5 Note,Meizu M5 Note review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/17/meizu-m5-note/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/meizu-m5-note/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/meizu-m5-note/battery/-728/gsmarena_002.jpg"
Mate 9 Pro,Huawei Mate 9 Pro review,4.7,"Huawei,Android,Dual SIM",Huawei,"https://cdn.gsmarena.com/imgroot/reviews/17/huawei-mate-9-pro/lifestyle/-728w2/gsmarena_013.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/huawei-mate-9-pro/ofic/-728/gsmarena_001.jpg"
,Our mobile chipset guide,,,,https://cdn.gsmarena.com/imgroot/reviews/17/chipset-guide/inline/-728/gsmarena_013.jpg
Mate 9,LG V20 v. Huawei Mate 9,,"LG,Huawei,Android,Shootout",LG,
V5 Plus,vivo V5 Plus review,,"vivo,Android,Dual SIM",vivo,https://cdn.gsmarena.com/imgroot/reviews/17/vivo-v5-plus/lifestyle/-728w2/gsmarena_001.jpg
Redmi Note 4,Xiaomi Redmi Note 4 preview,,"Xiaomi,Android,Dual SIM",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/17/xiaomi-redmi-note-4//lifestyle/-728w2/gsmarena_001.jpg
Mate 9 Pro,Huawei Mate 9 Pro review,,"Huawei,Android,Dual SIM,Time-saver",Huawei,"https://cdn.gsmarena.com/imgroot/reviews/17/huawei-mate-9-pro/lifestyle/-728w2/gsmarena_017.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/huawei-mate-9-pro/lifestyle/-728w2/gsmarena_013.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/huawei-mate-9-pro/lifestyle/-728w2/gsmarena_009.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/huawei-mate-9-pro/lifestyle/-728w2/gsmarena_005.jpg"
Galaxy Tab S3 9.7,Samsung Galaxy Tab S3 hands-on,,"Samsung,Android,Tablets,MWC2017",Samsung,https://cdn.gsmarena.com/imgroot/reviews/17/samsung-galaxy-tab-s3-9.7-hands-on/phone/-728mw2/gsmarena_003.jpg
10 evo,HTC 10 evo review,,"HTC,Android",HTC,
U Ultra,HTC U Ultra review,,"HTC,Android",HTC,https://cdn.gsmarena.com/imgroot/reviews/17/htc-u-ultra/lifestyle/-728w2/gsmarena_006.jpg
Galaxy A7 (2017),Samsung Galaxy A7 (2017) review,,"Samsung,Android",Samsung,https://cdn.gsmarena.com/imgroot/reviews/17/samsung-galaxy-a7-2017/lifestyle/-728w2/gsmarena_007.jpg
